"sport","sport_id","disipline","disipline_id","event","event_id","event_updated_date","medals__medal","medals__medal_id","medals__team_id","medals__team","medals__team_short","medals__player_id","medals__player","medals__awarded_date","event_type"
"Aquatics",16,"Diving",13,"Women's 3 metre springboard",171,"8/14/2016","Silver",2,63,"China","CHN","null","He Zi","8/14/2016","Individual"
"Aquatics",16,"Diving",13,"Women's 3 metre springboard",171,"8/14/2016","Bronze",3,125,"Italy","ITA","null","Tania Cagnotto","8/14/2016","Individual"
"Gymnastics",29,"Artistic",2,"Women's uneven bars",51,"8/14/2016","Gold",1,278,"Russia","RUS","null","Aliya Mustafina","8/14/2016","Individual"
"Gymnastics",29,"Artistic",2,"Women's uneven bars",51,"8/14/2016","Silver",2,20,"United States","USA","null","Madison Kocian","8/14/2016","Individual"
"Gymnastics",29,"Artistic",2,"Women's uneven bars",51,"8/14/2016","Bronze",3,102,"Germany","GER","null","Sophie Scheder","8/14/2016","Individual"
"Gymnastics",29,"Artistic",2,"Men's pommel horse",32,"8/14/2016","Gold",1,274,"Great Britain","GBR","null","Max Whitlock","8/14/2016","Individual"
"Gymnastics",29,"Artistic",2,"Men's pommel horse",32,"8/14/2016","Silver",2,274,"Great Britain","GBR","null","Louis Smith","8/14/2016","Individual"
"Gymnastics",29,"Artistic",2,"Men's pommel horse",32,"8/14/2016","Bronze",3,20,"United States","USA","null","Alexander Naddour","8/14/2016","Individual"
"Sailing",41,"Sailing",38,"Women's RS:X",351,"8/14/2016","Gold",1,93,"France","FRA","null","Charline Picon","8/14/2016","Individual"
"Sailing",41,"Sailing",38,"Women's RS:X",351,"8/14/2016","Silver",2,63,"China","CHN","null","Chen Peina","8/14/2016","Individual"
"Sailing",41,"Sailing",38,"Women's RS:X",351,"8/14/2016","Bronze",3,278,"Russia","RUS","null","Stefania Elfutina","8/14/2016","Individual"
"Golf",13,"Golf",21,"Men's Individual",223,"8/14/2016","Gold",1,274,"Great Britain","GBR","null","Justin Rose","8/14/2016","Individual"
"Golf",13,"Golf",21,"Men's Individual",223,"8/14/2016","Silver",2,224,"Sweden","SWE","null","Henrik Stenson","8/14/2016","Individual"
"Golf",13,"Golf",21,"Men's Individual",223,"8/14/2016","Bronze",3,20,"United States","USA","null","Matt Kuchar","8/14/2016","Individual"
"Sailing",41,"Sailing",38,"Men's RS:X",298,"8/14/2016","Gold",1,15,"Netherlands","NED","null","Dorian van Rijsselberghe","8/14/2016","Individual"
"Sailing",41,"Sailing",38,"Men's RS:X",298,"8/14/2016","Silver",2,274,"Great Britain","GBR","null","Nick Dempsey","8/14/2016","Individual"
"Sailing",41,"Sailing",38,"Men's RS:X",298,"8/14/2016","Bronze",3,93,"France","FRA","null","Pierre le Coq","8/14/2016","Individual"
"Gymnastics",29,"Artistic",2,"Women's vault",49,"8/14/2016","Gold",1,20,"United States","USA","null","Simone Biles","8/14/2016","Individual"
"Gymnastics",29,"Artistic",2,"Women's vault",49,"8/14/2016","Silver",2,278,"Russia","RUS","null","Maria Paseka","8/14/2016","Individual"
"Gymnastics",29,"Artistic",2,"Women's vault",49,"8/14/2016","Bronze",3,225,"Switzerland","SUI","null","Giulia Steingruber","8/14/2016","Individual"
"Gymnastics",29,"Artistic",2,"Men's floor",31,"8/14/2016","Gold",1,274,"Great Britain","GBR","null","Max Whitlock","8/14/2016","Individual"
"Gymnastics",29,"Artistic",2,"Men's floor",31,"8/14/2016","Silver",2,48,"Brazil","BRA","null","Diego Hypolito","8/14/2016","Individual"
"Gymnastics",29,"Artistic",2,"Men's floor",31,"8/14/2016","Bronze",3,48,"Brazil","BRA","null","Arthur Mariano","8/14/2016","Individual"
"Shooting",42,"Shooting",39,"Men's 50 m rifle three positions",359,"8/14/2016","Gold",1,125,"Italy","ITA","null","Niccolò Campriani","8/14/2016","Individual"
"Shooting",42,"Shooting",39,"Men's 50 m rifle three positions",359,"8/14/2016","Silver",2,278,"Russia","RUS","null","Sergey Kamenskiy","8/14/2016","Individual"
"Shooting",42,"Shooting",39,"Men's 50 m rifle three positions",359,"8/14/2016","Bronze",3,93,"France","FRA","null","Alexis Raynaud","8/14/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Marathon",115,"8/14/2016","Gold",1,14,"Kenya","KEN","null","Jemima Jelagat Sumgong","8/14/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Marathon",115,"8/14/2016","Silver",2,37,"Bahrain","BRN","null","Eunice Jepkirui Kirwa","8/14/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Marathon",115,"8/14/2016","Bronze",3,88,"Ethiopia","ETH","null","Mare Dibaba","8/14/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Heptathlon",130,"8/13/2016","Gold",1,40,"Belgium","BEL","null","Nafissatou Thiam","8/13/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Heptathlon",130,"8/13/2016","Silver",2,274,"Great Britain","GBR","null","Jessica Ennis-Hill","8/13/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Heptathlon",130,"8/13/2016","Bronze",3,12,"Canada","CAN","null","Brianne Theisen Eaton","8/13/2016","Individual"
"Aquatics",16,"Swimming",43,"Men's 4 × 100 metre medley relay",456,"8/13/2016","Gold",1,20,"United States","USA","null","null","8/13/2016","Team"
"Aquatics",16,"Swimming",43,"Men's 4 × 100 metre medley relay",456,"8/13/2016","Silver",2,274,"Great Britain","GBR","null","null","8/13/2016","Team"
"Aquatics",16,"Swimming",43,"Men's 4 × 100 metre medley relay",456,"8/13/2016","Bronze",3,1,"Australia","AUS","null","null","8/13/2016","Team"
"Aquatics",16,"Swimming",43,"Women's 4 × 100 metre medley relay",484,"8/13/2016","Gold",1,20,"United States","USA","null","null","8/13/2016","Team"
"Aquatics",16,"Swimming",43,"Women's 4 × 100 metre medley relay",484,"8/13/2016","Silver",2,1,"Australia","AUS","null","null","8/13/2016","Team"
"Aquatics",16,"Swimming",43,"Women's 4 × 100 metre medley relay",484,"8/13/2016","Bronze",3,76,"Denmark","DEN","null","null","8/13/2016","Team"
"Athletics",18,"Athletics",3,"Women's 100 metres",108,"8/13/2016","Gold",1,127,"Jamaica","JAM","null","Elaine Thompson","8/13/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 100 metres",108,"8/13/2016","Silver",2,20,"United States","USA","null","Tori Bowie","8/13/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 100 metres",108,"8/13/2016","Bronze",3,127,"Jamaica","JAM","null","Shelly-Ann Fraser-Pryce","8/13/2016","Individual"
"Aquatics",16,"Swimming",43,"Men's 1500 metre freestyle",445,"8/13/2016","Gold",1,125,"Italy","ITA","null","Gregorio Paltrinieri","8/13/2016","Individual"
"Aquatics",16,"Swimming",43,"Men's 1500 metre freestyle",445,"8/13/2016","Silver",2,20,"United States","USA","null","Connor Jaeger","8/13/2016","Individual"
"Aquatics",16,"Swimming",43,"Men's 1500 metre freestyle",445,"8/13/2016","Bronze",3,125,"Italy","ITA","null","Gabriele Detti","8/13/2016","Individual"
"Athletics",18,"Athletics",3,"Men's Long jump",71,"8/13/2016","Gold",1,20,"United States","USA","null","Jeff Henderson","8/13/2016","Individual"
"Athletics",18,"Athletics",3,"Men's Long jump",71,"8/13/2016","Silver",2,7,"South Africa","RSA","null","Luvo Manyonga","8/13/2016","Individual"
"Athletics",18,"Athletics",3,"Men's Long jump",71,"8/13/2016","Bronze",3,274,"Great Britain","GBR","null","Greg Rutherford","8/13/2016","Individual"
"Aquatics",16,"Swimming",43,"Women's 50 metre freestyle",469,"8/13/2016","Gold",1,76,"Denmark","DEN","null","Pernille Blume","8/13/2016","Individual"
"Aquatics",16,"Swimming",43,"Women's 50 metre freestyle",469,"8/13/2016","Silver",2,20,"United States","USA","null","Simone Manuel","8/13/2016","Individual"
"Aquatics",16,"Swimming",43,"Women's 50 metre freestyle",469,"8/13/2016","Bronze",3,39,"Belarus","BLR","null","Aliaksandra Herasimenia","8/13/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 10000 metres",60,"8/13/2016","Gold",1,274,"Great Britain","GBR","null","Mohamed Farah","8/13/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 10000 metres",60,"8/13/2016","Silver",2,14,"Kenya","KEN","null","Paul Kipngetich Tanui","8/13/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 10000 metres",60,"8/13/2016","Bronze",3,88,"Ethiopia","ETH","null","Tamirat Tola","8/13/2016","Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Middle Heavyweight-94 kg",798,"8/13/2016","Gold",1,122,"Iran","IRI","null","Sohrab Moradi","8/13/2016","Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Middle Heavyweight-94 kg",798,"8/13/2016","Silver",2,39,"Belarus","BLR","null","Vadzim Straltsou","8/13/2016","Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Middle Heavyweight-94 kg",798,"8/13/2016","Bronze",3,143,"Lithuania","LTU","null","Aurimas Didzbalis","8/13/2016","Individual"
"Tennis",7,"Tennis",47,"Women's singles",507,"8/13/2016","Gold",1,191,"Puerto Rico","PUR","null","Monica Puig","8/13/2016","Individual"
"Tennis",7,"Tennis",47,"Women's singles",507,"8/13/2016","Silver",2,102,"Germany","GER","null","Angelique Kerber","8/13/2016","Individual"
"Tennis",7,"Tennis",47,"Women's singles",507,"8/13/2016","Bronze",3,75,"Czech Republic","CZE","null","Petra Kvitová","8/13/2016","Individual"
"Fencing",27,"Fencing",16,"Women's Team Sabre",198,"8/13/2016","Gold",1,278,"Russia","RUS","null","null","8/13/2016","Team"
"Fencing",27,"Fencing",16,"Women's Team Sabre",198,"8/13/2016","Silver",2,241,"Ukraine","UKR","null","null","8/13/2016","Team"
"Fencing",27,"Fencing",16,"Women's Team Sabre",198,"8/13/2016","Bronze",3,20,"United States","USA","null","null","8/13/2016","Team"
"Cycling",25,"Track",48,"Women's Keirin",537,"8/13/2016","Gold",1,15,"Netherlands","NED","null","Elis Ligtlee","8/13/2016","Individual"
"Cycling",25,"Track",48,"Women's Keirin",537,"8/13/2016","Silver",2,274,"Great Britain","GBR","null","Rebecca James","8/13/2016","Individual"
"Cycling",25,"Track",48,"Women's Keirin",537,"8/13/2016","Bronze",3,1,"Australia","AUS","null","Anna Meares","8/13/2016","Individual"
"Cycling",25,"Track",48,"Women's team Pursuit",539,"8/13/2016","Gold",1,274,"Great Britain","GBR","null","null","8/13/2016","Team"
"Cycling",25,"Track",48,"Women's team Pursuit",539,"8/13/2016","Silver",2,20,"United States","USA","null","null","8/13/2016","Team"
"Cycling",25,"Track",48,"Women's team Pursuit",539,"8/13/2016","Bronze",3,12,"Canada","CAN","null","null","8/13/2016","Team"
"Gymnastics",29,"Trampoline",49,"Men's individual",545,"8/13/2016","Gold",1,39,"Belarus","BLR","null","Uladzislau Hancharou","8/13/2016","Individual"
"Gymnastics",29,"Trampoline",49,"Men's individual",545,"8/13/2016","Silver",2,63,"China","CHN","null","Dong Dong","8/13/2016","Individual"
"Gymnastics",29,"Trampoline",49,"Men's individual",545,"8/13/2016","Bronze",3,63,"China","CHN","null","Gao Lei","8/13/2016","Individual"
"Shooting",42,"Shooting",39,"Men's skeet",365,"8/13/2016","Gold",1,125,"Italy","ITA","null","Gabriele Rossetti","8/13/2016","Individual"
"Shooting",42,"Shooting",39,"Men's skeet",365,"8/13/2016","Silver",2,224,"Sweden","SWE","null","Marcus Svensson","8/13/2016","Individual"
"Shooting",42,"Shooting",39,"Men's skeet",365,"8/13/2016","Bronze",3,293,"Independent Olympic Athletes","IOA","null","Abdullah Al-Rashidi","8/13/2016","Individual"
"Shooting",42,"Shooting",39,"Men's 25 m rapid fire pistol",361,"8/13/2016","Gold",1,102,"Germany","GER","null","Christian Reitz","8/13/2016","Individual"
"Shooting",42,"Shooting",39,"Men's 25 m rapid fire pistol",361,"8/13/2016","Silver",2,93,"France","FRA","null","Jean Quiquampoix","8/13/2016","Individual"
"Shooting",42,"Shooting",39,"Men's 25 m rapid fire pistol",361,"8/13/2016","Bronze",3,63,"China","CHN","null","Li Yuehong","8/13/2016","Individual"
"Rowing",39,"Rowing",36,"Men's Coxed eight",283,"8/13/2016","Gold",1,274,"Great Britain","GBR","null","null","8/13/2016","Team"
"Rowing",39,"Rowing",36,"Men's Coxed eight",283,"8/13/2016","Silver",2,102,"Germany","GER","null","null","8/13/2016","Team"
"Rowing",39,"Rowing",36,"Men's Coxed eight",283,"8/13/2016","Bronze",3,15,"Netherlands","NED","null","null","8/13/2016","Team"
"Rowing",39,"Rowing",36,"Women's Coxed eight",293,"8/13/2016","Gold",1,20,"United States","USA","null","null","8/13/2016","Team"
"Rowing",39,"Rowing",36,"Women's Coxed eight",293,"8/13/2016","Silver",2,274,"Great Britain","GBR","null","null","8/13/2016","Team"
"Rowing",39,"Rowing",36,"Women's Coxed eight",293,"8/13/2016","Bronze",3,194,"Romania","ROU","null","null","8/13/2016","Team"
"Athletics",18,"Athletics",3,"Men's Discus throw",74,"8/13/2016","Gold",1,102,"Germany","GER","null","Christoph Harting","8/13/2016","Individual"
"Athletics",18,"Athletics",3,"Men's Discus throw",74,"8/13/2016","Silver",2,189,"Poland","POL","null","Piotr Malachowski","8/13/2016","Individual"
"Athletics",18,"Athletics",3,"Men's Discus throw",74,"8/13/2016","Bronze",3,102,"Germany","GER","null","Daniel Jasinski","8/13/2016","Individual"
"Rowing",39,"Rowing",36,"Women's Single sculls",289,"8/13/2016","Gold",1,1,"Australia","AUS","null","Kim Brennan","8/13/2016","Individual"
"Rowing",39,"Rowing",36,"Women's Single sculls",289,"8/13/2016","Silver",2,20,"United States","USA","null","Gevvie Stone","8/13/2016","Individual"
"Rowing",39,"Rowing",36,"Women's Single sculls",289,"8/13/2016","Bronze",3,63,"China","CHN","null","Duan Jingli","8/13/2016","Individual"
"Rowing",39,"Rowing",36,"Men's Single sculls",278,"8/13/2016","Gold",1,5,"New Zealand","NZL","null","Mahé Drysdale","8/13/2016","Individual"
"Rowing",39,"Rowing",36,"Men's Single sculls",278,"8/13/2016","Silver",2,72,"Croatia","CRO","null","Damir Martin","8/13/2016","Individual"
"Rowing",39,"Rowing",36,"Men's Single sculls",278,"8/13/2016","Bronze",3,75,"Czech Republic","CZE","null","Ondrej Synek","8/13/2016","Individual"
"Aquatics",16,"Swimming",43,"Men's 100 metre butterfly",450,08/12/16,"Gold",1,210,"Singapore","SIN","null","Joseph Schooling",08/12/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 100 metre butterfly",450,08/12/16,"Silver",2,119,"Hungary","HUN","null","Laszlo Cseh",08/12/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 100 metre butterfly",450,08/12/16,"Silver",2,20,"United States","USA","null","Michael Phelps",08/12/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 100 metre butterfly",450,08/12/16,"Silver",2,7,"South Africa","RSA","null","Chad le Clos",08/12/16,"Individual"
"Athletics",18,"Athletics",3,"Women's Shot put",126,08/12/16,"Gold",1,20,"United States","USA","null","Michelle Carter",08/12/16,"Individual"
"Athletics",18,"Athletics",3,"Women's Shot put",126,08/12/16,"Silver",2,5,"New Zealand","NZL","null","Valerie Adams",08/12/16,"Individual"
"Athletics",18,"Athletics",3,"Women's Shot put",126,08/12/16,"Bronze",3,119,"Hungary","HUN","null","Anita Marton",08/12/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 50 metre freestyle",441,08/12/16,"Gold",1,20,"United States","USA","null","Anthony Ervin",08/12/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 50 metre freestyle",441,08/12/16,"Silver",2,93,"France","FRA","null","Florent Manaudou",08/12/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 50 metre freestyle",441,08/12/16,"Bronze",3,20,"United States","USA","null","Nathan Adrian",08/12/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 800 metre freestyle",473,08/12/16,"Gold",1,20,"United States","USA","null","Katie Ledecky",08/12/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 800 metre freestyle",473,08/12/16,"Silver",2,274,"Great Britain","GBR","null","Jazmin Carlin",08/12/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 800 metre freestyle",473,08/12/16,"Bronze",3,119,"Hungary","HUN","null","Boglarka Kapas",08/12/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 200 metre backstroke",475,08/12/16,"Gold",1,20,"United States","USA","null","Madeline Dirado",08/12/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 200 metre backstroke",475,08/12/16,"Silver",2,119,"Hungary","HUN","null","Katinka Hosszu",08/12/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 200 metre backstroke",475,08/12/16,"Bronze",3,12,"Canada","CAN","null","Hilary Caldwell",08/12/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Light Heavyweight-85 kg",790,08/12/16,"Gold",1,122,"Iran","IRI","null","Kianoush Rostami",08/12/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Light Heavyweight-85 kg",790,08/12/16,"Silver",2,63,"China","CHN","null","Tian Tao",08/12/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Light Heavyweight-85 kg",790,08/12/16,"Bronze",3,194,"Romania","ROU","null","Gabriel Sincraian",08/12/16,"Individual"
"Tennis",7,"Tennis",47,"Men's doubles",505,08/12/16,"Gold",1,216,"Spain","ESP","null","Marc Lopez/Rafael Nadal",08/12/16,"Team"
"Tennis",7,"Tennis",47,"Men's doubles",505,08/12/16,"Silver",2,194,"Romania","ROU","null","Florin Mergea/Horia Tecau",08/12/16,"Team"
"Tennis",7,"Tennis",47,"Men's doubles",505,08/12/16,"Bronze",3,20,"United States","USA","null","Jack Sock/Steve Johnson",08/12/16,"Team"
"Fencing",27,"Fencing",16,"Men's Team Foil",184,08/12/16,"Gold",1,278,"Russia","RUS","null","null",08/12/16,"Team"
"Fencing",27,"Fencing",16,"Men's Team Foil",184,08/12/16,"Silver",2,93,"France","FRA","null","null",08/12/16,"Team"
"Fencing",27,"Fencing",16,"Men's Team Foil",184,08/12/16,"Bronze",3,20,"United States","USA","null","null",08/12/16,"Team"
"Cycling",25,"Track",48,"Men's team pursuit",514,08/12/16,"Gold",1,274,"Great Britain","GBR","null","null",08/12/16,"Team"
"Cycling",25,"Track",48,"Men's team pursuit",514,08/12/16,"Silver",2,1,"Australia","AUS","null","null",08/12/16,"Team"
"Cycling",25,"Track",48,"Men's team pursuit",514,08/12/16,"Bronze",3,76,"Denmark","DEN","null","null",08/12/16,"Team"
"Cycling",25,"Track",48,"Women's team sprint",541,08/12/16,"Gold",1,63,"China","CHN","null","null",08/12/16,"Team"
"Cycling",25,"Track",48,"Women's team sprint",541,08/12/16,"Silver",2,278,"Russia","RUS","null","null",08/12/16,"Team"
"Cycling",25,"Track",48,"Women's team sprint",541,08/12/16,"Bronze",3,102,"Germany","GER","null","null",08/12/16,"Team"
"Judo",33,"Judo",26,"Men's Heavyweight-+100 kg",749,08/12/16,"Gold",1,93,"France","FRA","null","Teddy Riner",08/12/16,"Individual"
"Judo",33,"Judo",26,"Men's Heavyweight-+100 kg",749,08/12/16,"Silver",2,128,"Japan","JPN","null","Hisayoshi Harasawa",08/12/16,"Individual"
"Judo",33,"Judo",26,"Men's Heavyweight-+100 kg",749,08/12/16,"Bronze",3,124,"Israel","ISR","null","Or Sasson",08/12/16,"Individual"
"Judo",33,"Judo",26,"Men's Heavyweight-+100 kg",749,08/12/16,"Bronze",3,48,"Brazil","BRA","null","Rafael Silva",08/12/16,"Individual"
"Archery",17,"Archery",1,"Men's Individual",1,08/12/16,"Gold",1,281,"Republic of Korea","KOR","null","Ku Bonchan",08/12/16,"Individual"
"Archery",17,"Archery",1,"Men's Individual",1,08/12/16,"Silver",2,93,"France","FRA","null","Jean-Charles Valladont",08/12/16,"Individual"
"Archery",17,"Archery",1,"Men's Individual",1,08/12/16,"Bronze",3,20,"United States","USA","null","Brady Ellison",08/12/16,"Individual"
"Judo",33,"Judo",26,"Women's Heavyweight-+78 kg",767,08/12/16,"Gold",1,93,"France","FRA","null","Emilie Andeol",08/12/16,"Individual"
"Judo",33,"Judo",26,"Women's Heavyweight-+78 kg",767,08/12/16,"Silver",2,73,"Cuba","CUB","null","Idalys Ortiz",08/12/16,"Individual"
"Judo",33,"Judo",26,"Women's Heavyweight-+78 kg",767,08/12/16,"Bronze",3,63,"China","CHN","null","Yu Song",08/12/16,"Individual"
"Judo",33,"Judo",26,"Women's Heavyweight-+78 kg",767,08/12/16,"Bronze",3,128,"Japan","JPN","null","Kanae Yamabe",08/12/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Women's 75 kg",570,08/12/16,"Gold",1,277,"DPR Korea","DPR","null","Rim Jong sim",08/12/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Women's 75 kg",570,08/12/16,"Silver",2,39,"Belarus","BLR","null","Darya Naumava",08/12/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Women's 75 kg",570,08/12/16,"Bronze",3,216,"Spain","ESP","null","Lidia Valentín",08/12/16,"Individual"
"Equestrian",26,"Dressage",14,"Team dressage",179,08/12/16,"Gold",1,102,"Germany","GER","null","null",08/12/16,"Team"
"Equestrian",26,"Dressage",14,"Team dressage",179,08/12/16,"Silver",2,274,"Great Britain","GBR","null","null",08/12/16,"Team"
"Equestrian",26,"Dressage",14,"Team dressage",179,08/12/16,"Bronze",3,20,"United States","USA","null","null",08/12/16,"Team"
"Gymnastics",29,"Trampoline",49,"Women's individual",546,08/12/16,"Gold",1,12,"Canada","CAN","null","Rosannagh MacLennan",08/12/16,"Individual"
"Gymnastics",29,"Trampoline",49,"Women's individual",546,08/12/16,"Silver",2,274,"Great Britain","GBR","null","Bryony Page",08/12/16,"Individual"
"Gymnastics",29,"Trampoline",49,"Women's individual",546,08/12/16,"Bronze",3,63,"China","CHN","null","Li Dan",08/12/16,"Individual"
"Athletics",18,"Athletics",3,"Men's 20 kilometres race walk",67,08/12/16,"Gold",1,63,"China","CHN","null","Wang Zhen",08/12/16,"Individual"
"Athletics",18,"Athletics",3,"Men's 20 kilometres race walk",67,08/12/16,"Silver",2,63,"China","CHN","null","Cai Zelin",08/12/16,"Individual"
"Athletics",18,"Athletics",3,"Men's 20 kilometres race walk",67,08/12/16,"Bronze",3,1,"Australia","AUS","null","Dane Bird-Smith",08/12/16,"Individual"
"Shooting",42,"Shooting",39,"Women's skeet",411,08/12/16,"Gold",1,125,"Italy","ITA","null","Diana Bacosi",08/12/16,"Individual"
"Shooting",42,"Shooting",39,"Women's skeet",411,08/12/16,"Silver",2,125,"Italy","ITA","null","Chiara Cainero",08/12/16,"Individual"
"Shooting",42,"Shooting",39,"Women's skeet",411,08/12/16,"Bronze",3,20,"United States","USA","null","Kim Rhode",08/12/16,"Individual"
"Athletics",18,"Athletics",3,"Women's 10000 metres",114,08/12/16,"Gold",1,88,"Ethiopia","ETH","null","Almaz Ayana",08/12/16,"Individual"
"Athletics",18,"Athletics",3,"Women's 10000 metres",114,08/12/16,"Silver",2,14,"Kenya","KEN","null","Vivian Cheruiyot",08/12/16,"Individual"
"Athletics",18,"Athletics",3,"Women's 10000 metres",114,08/12/16,"Bronze",3,88,"Ethiopia","ETH","null","Tirunesh Dibaba",08/12/16,"Individual"
"Rowing",39,"Rowing",36,"Men's Coxless four",282,08/12/16,"Gold",1,274,"Great Britain","GBR","null","null",08/12/16,"Team"
"Rowing",39,"Rowing",36,"Men's Coxless four",282,08/12/16,"Silver",2,1,"Australia","AUS","null","null",08/12/16,"Team"
"Rowing",39,"Rowing",36,"Men's Coxless four",282,08/12/16,"Bronze",3,125,"Italy","ITA","null","null",08/12/16,"Team"
"Shooting",42,"Shooting",39,"Men's 50 m rifle prone",358,08/12/16,"Gold",1,102,"Germany","GER","null","Henri Junghaenel",08/12/16,"Individual"
"Shooting",42,"Shooting",39,"Men's 50 m rifle prone",358,08/12/16,"Silver",2,281,"Republic of Korea","KOR","null","Jonghyun Kim",08/12/16,"Individual"
"Shooting",42,"Shooting",39,"Men's 50 m rifle prone",358,08/12/16,"Bronze",3,278,"Russia","RUS","null","Kirill Grigoryan",08/12/16,"Individual"
"Rowing",39,"Rowing",36,"Women's Coxless pair",292,08/12/16,"Gold",1,274,"Great Britain","GBR","null","Helen Glover/Heather Stanning",08/12/16,"Team"
"Rowing",39,"Rowing",36,"Women's Coxless pair",292,08/12/16,"Silver",2,5,"New Zealand","NZL","null","Genevieve Behrent/Rebecca Scown",08/12/16,"Team"
"Rowing",39,"Rowing",36,"Women's Coxless pair",292,08/12/16,"Bronze",3,76,"Denmark","DEN","null","Hedvig Rasmussen/Anne Andersen",08/12/16,"Team"
"Rowing",39,"Rowing",36,"Men's Lightweight double sculls",284,08/12/16,"Gold",1,93,"France","FRA","null","Pierre Houin/Jérémie Azou",08/12/16,"Team"
"Rowing",39,"Rowing",36,"Men's Lightweight double sculls",284,08/12/16,"Silver",2,13,"Ireland","IRL","null","Gary O'Donovan/Paul O'Donovan",08/12/16,"Team"
"Rowing",39,"Rowing",36,"Men's Lightweight double sculls",284,08/12/16,"Bronze",3,180,"Norway","NOR","null","Kristoffer Brun/Are Strandli",08/12/16,"Team"
"Rowing",39,"Rowing",36,"Women's Lightweight double sculls",294,08/12/16,"Gold",1,15,"Netherlands","NED","null","Ilse Paulis/Maaike Head",08/12/16,"Team"
"Rowing",39,"Rowing",36,"Women's Lightweight double sculls",294,08/12/16,"Silver",2,12,"Canada","CAN","null","Lindsay Jennerich/Patricia Obee",08/12/16,"Team"
"Rowing",39,"Rowing",36,"Women's Lightweight double sculls",294,08/12/16,"Bronze",3,63,"China","CHN","null","Huang Wenyi/PAN Feihong",08/12/16,"Team"
"Judo",33,"Judo",26,"Women's Half Heavyweight-78 kg",762,08/11/16,"Gold",1,20,"United States","USA","null","Kayla Harrison",08/11/16,"Individual"
"Judo",33,"Judo",26,"Women's Half Heavyweight-78 kg",762,08/11/16,"Silver",2,93,"France","FRA","null","Audrey Tcheumeo",08/11/16,"Individual"
"Judo",33,"Judo",26,"Women's Half Heavyweight-78 kg",762,08/11/16,"Bronze",3,212,"Slovenia","SLO","null","Anamari Velensek",08/11/16,"Individual"
"Judo",33,"Judo",26,"Women's Half Heavyweight-78 kg",762,08/11/16,"Bronze",3,48,"Brazil","BRA","null","Mayra Aguiar",08/11/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 100 metre freestyle",470,08/11/16,"Gold",1,12,"Canada","CAN","null","Penny Oleksiak",08/11/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 100 metre freestyle",470,08/11/16,"Gold",1,20,"United States","USA","null","Simone Manuel",08/11/16,"Individual"
"Aquatics",16,"Swimming",43,"Women's 100 metre freestyle",470,08/11/16,"Bronze",3,224,"Sweden","SWE","null","Sarah Sjostrom",08/11/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 200 metre individual medley",452,08/11/16,"Gold",1,20,"United States","USA","null","Michael Phelps",08/11/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 200 metre individual medley",452,08/11/16,"Silver",2,128,"Japan","JPN","null","Kosuke Hagino",08/11/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 200 metre individual medley",452,08/11/16,"Bronze",3,63,"China","CHN","null","Wang Shun",08/11/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 200 metre backstroke",447,08/11/16,"Gold",1,20,"United States","USA","null","Ryan Murphy",08/11/16,"Individual"
"Aquatics",16,"Swimming",43,"Men's 200 metre backstroke",447,08/11/16,"Silver",2,1,"Australia","AUS","null","Mitchell Larkin",08/11/16,"Individual"
