AC_NO,party_name,ST_CD,O.S.N.,NAME,EVM Votes,Postal Votes,VOTES,vote_percent,ST_NAME,AC_NAME,Migrant Votes,polled_votes,#,Vote %,Deposit Threshold,color_code,YEAR,PARTY,a_constituency,Category,District,p_constituency,Region
154,Jai Bharat National Party,S01,6,P.M.LAKSHMANA MURTHY,135,0,135,0.07,Andhra Pradesh,Kalyandurg,0,205841,8,0.065584602,0,#004274,2024,Others,Kalyandurg,GEN,Anantapur,Anantapur,Rayalaseema
154,Jaibhim Rao Bharat Party,S01,7,HARIJANA VENKATESULU,135,0,135,0.07,Andhra Pradesh,Kalyandurg,0,205841,8,0.065584602,0,#004274,2024,Others,Kalyandurg,GEN,Anantapur,Anantapur,Rayalaseema
154,Independent,S01,8,KURUBA MUKKANNA,100,0,100,0.05,Andhra Pradesh,Kalyandurg,0,205841,11,0.048581186,0,#CEB58C,2024,IND,Kalyandurg,GEN,Anantapur,Anantapur,Rayalaseema
154,Independent,S01,9,GANGURI SURESH,81,0,81,0.04,Andhra Pradesh,Kalyandurg,0,205841,15,0.039350761,0,#CEB58C,2024,IND,Kalyandurg,GEN,Anantapur,Anantapur,Rayalaseema
154,Independent,S01,10,T. VISWANATH,84,0,84,0.04,Andhra Pradesh,Kalyandurg,0,205841,14,0.040808197,0,#CEB58C,2024,IND,Kalyandurg,GEN,Anantapur,Anantapur,Rayalaseema
154,Independent,S01,11,NANEVATH BALARAM NAIK,96,2,98,0.05,Andhra Pradesh,Kalyandurg,0,205841,12,0.047609563,0,#CEB58C,2024,IND,Kalyandurg,GEN,Anantapur,Anantapur,Rayalaseema
154,Independent,S01,12,BALIJA LAKSHMI NARAYANA,110,0,110,0.05,Andhra Pradesh,Kalyandurg,0,205841,10,0.053439305,0,#CEB58C,2024,IND,Kalyandurg,GEN,Anantapur,Anantapur,Rayalaseema
154,Independent,S01,13,MEENUGA ASHOK,97,0,97,0.05,Andhra Pradesh,Kalyandurg,0,205841,13,0.047123751,0,#CEB58C,2024,IND,Kalyandurg,GEN,Anantapur,Anantapur,Rayalaseema
154,Independent,S01,14,RAMESH EGITI,137,0,137,0.07,Andhra Pradesh,Kalyandurg,0,205841,7,0.066556225,0,#CEB58C,2024,IND,Kalyandurg,GEN,Anantapur,Anantapur,Rayalaseema
154,Independent,S01,15,SREERANGARAJULA GOPINATH ROYAL,247,0,247,0.12,Andhra Pradesh,Kalyandurg,0,205841,6,0.1199955305308466,0,#CEB58C,2024,IND,Kalyandurg,GEN,Anantapur,Anantapur,Rayalaseema
154,None of the Above,S01,16,NOTA,1442,8,1450,0.7,Andhra Pradesh,Kalyandurg,0,205841,4,0.7044272035211644,0,#DDD1CA,2024,NOTA,Kalyandurg,GEN,Anantapur,Anantapur,Rayalaseema
155,Indian National Congress,S01,1,ADI ANDHRA SAKE SANKARAIAH,3421,35,3456,1.59,Andhra Pradesh,Raptadu,0,217157,3,1.5914752920697928,0,#3498DB,2024,INC,Raptadu,GEN,Anantapur,Hindupur,Rayalaseema
155,Bahujan Samaj Party,S01,2,M ANJAIAH,811,4,815,0.38,Andhra Pradesh,Raptadu,0,217157,5,0.375304503,0,#22409A,2024,BSP,Raptadu,GEN,Anantapur,Hindupur,Rayalaseema
155,Yuvajana Sramika Rythu Congress Party,S01,3,THOPUDURTHI PRAKASH REDDY,91538,1273,92811,42.74,Andhra Pradesh,Raptadu,0,217157,2,42.73912422809304,1,#08406F,2024,YSRCP,Raptadu,GEN,Anantapur,Hindupur,Rayalaseema
155,Telugu Desam,S01,4,PARITALA SUNITHAMMA,113734,2406,116140,53.48,Andhra Pradesh,Raptadu,0,217157,1,53.48204294588708,1,#AB9005,2024,TDP,Raptadu,GEN,Anantapur,Hindupur,Rayalaseema
155,All India Kisan Janatha party,S01,5,KURUBA S MALLIKARJUNA,307,1,308,0.14,Andhra Pradesh,Raptadu,0,217157,8,0.1418328674645532,0,#004274,2024,Others,Raptadu,GEN,Anantapur,Hindupur,Rayalaseema
155,Navataram Party,S01,6,B NARESH S/O B NARAYANA,692,6,698,0.32,Andhra Pradesh,Raptadu,0,217157,6,0.3214264334099292,0,#004274,2024,Others,Raptadu,GEN,Anantapur,Hindupur,Rayalaseema
155,Jaibhim Rao Bharat Party,S01,7,K NARESH S/O PEDDA YALLAPPA KODAVANDLA,69,0,69,0.03,Andhra Pradesh,Raptadu,0,217157,13,0.031774246,0,#004274,2024,Others,Raptadu,GEN,Anantapur,Hindupur,Rayalaseema
155,Independent,S01,8,KANAGALA VIJAY KUMAR,39,1,40,0.02,Andhra Pradesh,Raptadu,0,217157,14,0.018419853,0,#CEB58C,2024,IND,Raptadu,GEN,Anantapur,Hindupur,Rayalaseema
155,Independent,S01,9,MANLU KOSE RAMANJI,88,0,88,0.04,Andhra Pradesh,Raptadu,0,217157,12,0.040523676,0,#CEB58C,2024,IND,Raptadu,GEN,Anantapur,Hindupur,Rayalaseema
155,Independent,S01,10,E RAVI VARMA,95,0,95,0.04,Andhra Pradesh,Raptadu,0,217157,11,0.043747151,0,#CEB58C,2024,IND,Raptadu,GEN,Anantapur,Hindupur,Rayalaseema
155,Independent,S01,11,Y RAJASEKHAR,139,0,139,0.06,Andhra Pradesh,Raptadu,0,217157,10,0.064008989,0,#CEB58C,2024,IND,Raptadu,GEN,Anantapur,Hindupur,Rayalaseema
155,Independent,S01,12,C VENKATA RAMUDU,217,0,217,0.1,Andhra Pradesh,Raptadu,0,217157,9,0.099927702,0,#CEB58C,2024,IND,Raptadu,GEN,Anantapur,Hindupur,Rayalaseema
155,Independent,S01,13,SAKE RAJESH KUMAR,564,11,575,0.26,Andhra Pradesh,Raptadu,0,217157,7,0.2647853856886952,0,#CEB58C,2024,IND,Raptadu,GEN,Anantapur,Hindupur,Rayalaseema
155,None of the Above,S01,14,NOTA,1670,36,1706,0.79,Andhra Pradesh,Raptadu,0,217157,4,0.7856067269302854,0,#DDD1CA,2024,NOTA,Raptadu,GEN,Anantapur,Hindupur,Rayalaseema
156,Bahujan Samaj Party,S01,1,D.INDEEVAR,3742,4,3746,2.01,Andhra Pradesh,Madakasira,0,186138,4,2.0124853603240607,0,#22409A,2024,BSP,Madakasira,SC,Sri Sathya Sai,Hindupur,Rayalaseema
156,Yuvajana Sramika Rythu Congress Party,S01,2,IRALAKKAPPA.S.L,79148,484,79632,42.78,Andhra Pradesh,Madakasira,0,186138,2,42.78116236,1,#08406F,2024,YSRCP,Madakasira,SC,Sri Sathya Sai,Hindupur,Rayalaseema
156,Telugu Desam,S01,3,M.S.RAJU,79244,739,79983,42.97,Andhra Pradesh,Madakasira,0,186138,1,42.969732134222994,1,#AB9005,2024,TDP,Madakasira,SC,Sri Sathya Sai,Hindupur,Rayalaseema
156,Indian National Congress,S01,4,K.SUDHAKAR,17036,344,17380,9.34,Andhra Pradesh,Madakasira,0,186138,3,9.337158452331066,0,#3498DB,2024,INC,Madakasira,SC,Sri Sathya Sai,Hindupur,Rayalaseema
156,Radical Party of India (Ambedkarist),S01,5,PARADESANNA GARI HANUMANTHARAJU,275,0,275,0.15,Andhra Pradesh,Madakasira,0,186138,10,0.147739849,0,#004274,2024,Others,Madakasira,SC,Sri Sathya Sai,Hindupur,Rayalaseema
156,Independent,S01,6,B.KARININGAPPA,103,0,103,0.06,Andhra Pradesh,Madakasira,0,186138,14,0.055335289,0,#CEB58C,2024,IND,Madakasira,SC,Sri Sathya Sai,Hindupur,Rayalaseema
156,Independent,S01,7,R.GURUMURTHY,128,0,128,0.07,Andhra Pradesh,Madakasira,0,186138,12,0.068766184,0,#CEB58C,2024,IND,Madakasira,SC,Sri Sathya Sai,Hindupur,Rayalaseema
156,Independent,S01,8,T.DHANARAJ,860,5,865,0.46,Andhra Pradesh,Madakasira,0,186138,6,0.464708979,0,#CEB58C,2024,IND,Madakasira,SC,Sri Sathya Sai,Hindupur,Rayalaseema
156,Independent,S01,9,R.G.PAVITHRA,300,0,300,0.16,Andhra Pradesh,Madakasira,0,186138,9,0.1611707442864971,0,#CEB58C,2024,IND,Madakasira,SC,Sri Sathya Sai,Hindupur,Rayalaseema
156,Independent,S01,10,K.RAVEENDRA,113,1,114,0.06,Andhra Pradesh,Madakasira,0,186138,13,0.061244883,0,#CEB58C,2024,IND,Madakasira,SC,Sri Sathya Sai,Hindupur,Rayalaseema
156,Independent,S01,11,M.RAJANNA,163,3,166,0.09,Andhra Pradesh,Madakasira,0,186138,11,0.089181145,0,#CEB58C,2024,IND,Madakasira,SC,Sri Sathya Sai,Hindupur,Rayalaseema
156,Independent,S01,12,M.LAKSHMINARASAPPA,308,2,310,0.17,Andhra Pradesh,Madakasira,0,186138,8,0.1665431024293803,0,#CEB58C,2024,IND,Madakasira,SC,Sri Sathya Sai,Hindupur,Rayalaseema
156,Independent,S01,13,HALLIKERA JAGANNATHA PRASAD,401,7,408,0.22,Andhra Pradesh,Madakasira,0,186138,7,0.219192212,0,#CEB58C,2024,IND,Madakasira,SC,Sri Sathya Sai,Hindupur,Rayalaseema
156,None of the Above,S01,14,NOTA,2720,8,2728,1.47,Andhra Pradesh,Madakasira,0,186138,5,1.4655793013785472,0,#DDD1CA,2024,NOTA,Madakasira,SC,Sri Sathya Sai,Hindupur,Rayalaseema
157,Indian National Congress,S01,1,M H ENAYATHULLA,8894,64,8958,4.57,Andhra Pradesh,Hindupur,0,195961,3,4.571317762207786,0,#3498DB,2024,INC,Hindupur,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
157,Yuvajana Sramika Rythu Congress Party,S01,2,DEEPIKA T N,74176,477,74653,38.1,Andhra Pradesh,Hindupur,0,195961,2,38.0958456,1,#08406F,2024,YSRCP,Hindupur,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
157,Telugu Desam,S01,3,NANDAMURI BALAKRISHNA,105778,1472,107250,54.73,Andhra Pradesh,Hindupur,0,195961,1,54.730277963472325,1,#AB9005,2024,TDP,Hindupur,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
157,Bahujan Samaj Party,S01,4,M SREERAMULU,644,2,646,0.33,Andhra Pradesh,Hindupur,0,195961,6,0.3296574318359265,0,#22409A,2024,BSP,Hindupur,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
157,Andhra Pradesh Rashtra Samithi,S01,5,KODUMURU NOUSHAD,161,1,162,0.08,Andhra Pradesh,Hindupur,0,195961,9,0.082669511,0,#004274,2024,Others,Hindupur,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
157,Jaibhim Rao Bharat Party,S01,6,G.NAGARAJU,162,1,163,0.08,Andhra Pradesh,Hindupur,0,195961,8,0.083179816,0,#004274,2024,Others,Hindupur,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
157,Socialist Unity Centre Of India (COMMUNIST),S01,7,V.RAVINDRA,111,2,113,0.06,Andhra Pradesh,Hindupur,0,195961,12,0.057664535,0,#004274,2024,SUCI,Hindupur,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
157,Samajwadi Party,S01,8,SHAIK SHOUKATH,130,1,131,0.07,Andhra Pradesh,Hindupur,0,195961,10,0.066850036,0,#0E6D37,2024,SP,Hindupur,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
157,Independent,S01,9,MOHAMED GOUS,94,0,94,0.05,Andhra Pradesh,Hindupur,0,195961,14,0.047968728,0,#CEB58C,2024,IND,Hindupur,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
157,Independent,S01,10,G.LOKENDRANATH,125,1,126,0.06,Andhra Pradesh,Hindupur,0,195961,11,0.064298508,0,#CEB58C,2024,IND,Hindupur,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
157,Independent,S01,11,K.SAI NANDI,111,0,111,0.06,Andhra Pradesh,Hindupur,0,195961,13,0.056643924,0,#CEB58C,2024,IND,Hindupur,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
157,Independent,S01,12,SWAMI PARIPOORNANANDA SARASWATHI,1475,37,1512,0.77,Andhra Pradesh,Hindupur,0,195961,5,0.7715821005200014,0,#CEB58C,2024,IND,Hindupur,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
157,Independent,S01,13,SUMALATHA MADANNA GARI R,356,0,356,0.18,Andhra Pradesh,Hindupur,0,195961,7,0.1816688014451855,0,#CEB58C,2024,IND,Hindupur,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
157,None of the Above,S01,14,NOTA,1676,10,1686,0.86,Andhra Pradesh,Hindupur,0,195961,4,0.8603752787544461,0,#DDD1CA,2024,NOTA,Hindupur,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
158,Bahujan Samaj Party,S01,1,M ADINARAYANA,6193,8,6201,2.99,Andhra Pradesh,Penukonda,0,207615,3,2.9867784119644534,0,#22409A,2024,BSP,Penukonda,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
158,Yuvajana Sramika Rythu Congress Party,S01,2,K.V. USHA SHRICHARAN,79795,649,80444,38.75,Andhra Pradesh,Penukonda,0,207615,2,38.74671868602943,1,#08406F,2024,YSRCP,Penukonda,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
158,Indian National Congress,S01,3,PURROLLA NARASIMHAPPA,3988,19,4007,1.93,Andhra Pradesh,Penukonda,0,207615,4,1.9300146906533728,0,#3498DB,2024,INC,Penukonda,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
158,Telugu Desam,S01,4,S. SAVITHA,111960,1872,113832,54.83,Andhra Pradesh,Penukonda,0,207615,1,54.82840835199769,1,#AB9005,2024,TDP,Penukonda,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
158,Jaibhim Rao Bharat Party,S01,5,N NAGARAJU,411,2,413,0.2,Andhra Pradesh,Penukonda,0,207615,6,0.1989258964911013,0,#004274,2024,Others,Penukonda,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
158,Independent,S01,6,NARASIMHULU.A,135,0,135,0.07,Andhra Pradesh,Penukonda,0,207615,10,0.065024203,0,#CEB58C,2024,IND,Penukonda,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
158,Independent,S01,7,B. MAHESH,188,0,188,0.09,Andhra Pradesh,Penukonda,0,207615,8,0.090552224,0,#CEB58C,2024,IND,Penukonda,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
158,Independent,S01,8,SUGALI GANESH NAIK,171,0,171,0.08,Andhra Pradesh,Penukonda,0,207615,9,0.082363991,0,#CEB58C,2024,IND,Penukonda,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
158,Independent,S01,9,HABEEB,251,1,252,0.12,Andhra Pradesh,Penukonda,0,207615,7,0.1213785131132143,0,#CEB58C,2024,IND,Penukonda,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
158,None of the Above,S01,10,NOTA,1956,16,1972,0.95,Andhra Pradesh,Penukonda,0,207615,5,0.9498350311875348,0,#DDD1CA,2024,NOTA,Penukonda,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
159,Bahujan Samaj Party,S01,1,AMPAVATHINI GOVINDHU,3805,6,3811,2.07,Andhra Pradesh,Puttaparthi,0,183975,3,2.071477102867237,0,#22409A,2024,BSP,Puttaparthi,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
159,Indian National Congress,S01,2,DAADHI REDDY MADUSUDHAN REDDY,1977,20,1997,1.09,Andhra Pradesh,Puttaparthi,0,183975,4,1.0854735697785023,0,#3498DB,2024,INC,Puttaparthi,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
159,Yuvajana Sramika Rythu Congress Party,S01,3,DUDDUKUNTA SREEDHAR REDDY,82216,765,82981,45.1,Andhra Pradesh,Puttaparthi,0,183975,2,45.10449789373556,1,#08406F,2024,YSRCP,Puttaparthi,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
159,Telugu Desam,S01,4,PALLE SINDHURA REDDY,90173,1568,91741,49.87,Andhra Pradesh,Puttaparthi,0,183975,1,49.86601440413099,1,#AB9005,2024,TDP,Puttaparthi,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
159,Jai Bharat National Party,S01,5,KARAMSI BALAJI NAIK,361,1,362,0.2,Andhra Pradesh,Puttaparthi,0,183975,6,0.1967658649272999,0,#004274,2024,Others,Puttaparthi,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
159,Bharatha Chaitanya Yuvajana Party,S01,6,BALA RAMANJINEYULU,124,1,125,0.07,Andhra Pradesh,Puttaparthi,0,183975,12,0.067944014,0,#004274,2024,Others,Puttaparthi,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
159,Independent,S01,7,U. ADBUL KHADER,189,0,189,0.1,Andhra Pradesh,Puttaparthi,0,183975,10,0.1027313493681206,0,#CEB58C,2024,IND,Puttaparthi,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
159,Independent,S01,8,KADIRISANI VENU GOPAL,121,1,122,0.07,Andhra Pradesh,Puttaparthi,0,183975,13,0.066313358,0,#CEB58C,2024,IND,Puttaparthi,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
159,Independent,S01,9,K. K. KUMAR,75,0,75,0.04,Andhra Pradesh,Puttaparthi,0,183975,15,0.040766408,0,#CEB58C,2024,IND,Puttaparthi,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
159,Independent,S01,10,T. NARAYANA SWAMI,163,0,163,0.09,Andhra Pradesh,Puttaparthi,0,183975,11,0.088598994,0,#CEB58C,2024,IND,Puttaparthi,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
159,Independent,S01,11,PETLA SUDHAKAR,61,1,62,0.03,Andhra Pradesh,Puttaparthi,0,183975,16,0.033700231,0,#CEB58C,2024,IND,Puttaparthi,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
159,Independent,S01,12,MAYAKUNTLA VENKATESH,102,0,102,0.06,Andhra Pradesh,Puttaparthi,0,183975,14,0.055442316,0,#CEB58C,2024,IND,Puttaparthi,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
159,Independent,S01,13,RAGHUNATHA REDDY AOUK,220,1,221,0.12,Andhra Pradesh,Puttaparthi,0,183975,9,0.1201250169860035,0,#CEB58C,2024,IND,Puttaparthi,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
159,Independent,S01,14,RAMAVATH RANGANATH NAIK,331,1,332,0.18,Andhra Pradesh,Puttaparthi,0,183975,7,0.1804593015355347,0,#CEB58C,2024,IND,Puttaparthi,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
159,Independent,S01,15,M. SURESH,310,0,310,0.17,Andhra Pradesh,Puttaparthi,0,183975,8,0.1685011550482402,0,#CEB58C,2024,IND,Puttaparthi,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
159,None of the Above,S01,16,NOTA,1372,10,1382,0.75,Andhra Pradesh,Puttaparthi,0,183975,5,0.7511890202473163,0,#DDD1CA,2024,NOTA,Puttaparthi,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
160,Yuvajana Sramika Rythu Congress Party,S01,1,KETHIREDDY VENKATA RAMI REDDY,101983,827,102810,46.76,Andhra Pradesh,Dharmavaram,0,219848,2,46.76412794,1,#08406F,2024,YSRCP,Dharmavaram,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
160,Indian National Congress,S01,2,RANGANA ASWARTHA NARAYANA,3722,36,3758,1.71,Andhra Pradesh,Dharmavaram,0,219848,3,1.7093628325024564,0,#3498DB,2024,INC,Dharmavaram,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
160,Bahujan Samaj Party,S01,3,VINAY KUMAR SAKE,1089,6,1095,0.5,Andhra Pradesh,Dharmavaram,0,219848,6,0.4980713947818492,0,#22409A,2024,BSP,Dharmavaram,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
160,Bharatiya Janata Party,S01,4,SATYA KUMAR YADAV,104957,1587,106544,48.46,Andhra Pradesh,Dharmavaram,0,219848,1,48.46257414213456,1,#00A951,2024,BJP,Dharmavaram,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
160,Jaibhim Rao Bharat Party,S01,5,DARA SHANKAR,616,0,616,0.28,Andhra Pradesh,Dharmavaram,0,219848,7,0.280193588,0,#004274,2024,Others,Dharmavaram,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
160,Navataram Party,S01,6,SHEK AYAZ,1146,9,1155,0.53,Andhra Pradesh,Dharmavaram,0,219848,5,0.525362978,0,#004274,2024,Others,Dharmavaram,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
160,Independent,S01,7,ILIYAZ AHMMAD SAYYAD,132,0,132,0.06,Andhra Pradesh,Dharmavaram,0,219848,13,0.060041483,0,#CEB58C,2024,IND,Dharmavaram,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
160,Independent,S01,8,MACHIREDDY GARI ESWAR REDDY,98,0,98,0.04,Andhra Pradesh,Dharmavaram,0,219848,15,0.044576253,0,#CEB58C,2024,IND,Dharmavaram,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
160,Independent,S01,9,J SURYA NARAYANA,73,0,73,0.03,Andhra Pradesh,Dharmavaram,0,219848,16,0.03320476,0,#CEB58C,2024,IND,Dharmavaram,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
160,Independent,S01,10,DASARI KAVITHA,181,3,184,0.08,Andhra Pradesh,Dharmavaram,0,219848,11,0.083694189,0,#CEB58C,2024,IND,Dharmavaram,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
160,Independent,S01,11,N DHANUNJAYA,131,0,131,0.06,Andhra Pradesh,Dharmavaram,0,219848,14,0.059586623,0,#CEB58C,2024,IND,Dharmavaram,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
160,Independent,S01,12,BILLE NARENDRA,137,0,137,0.06,Andhra Pradesh,Dharmavaram,0,219848,12,0.062315782,0,#CEB58C,2024,IND,Dharmavaram,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
160,Independent,S01,13,BEERE SOMA SEKHAR,249,2,251,0.11,Andhra Pradesh,Dharmavaram,0,219848,10,0.1141697900367526,0,#CEB58C,2024,IND,Dharmavaram,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
160,Independent,S01,14,RAVINDRA REDDY NAGU,611,0,611,0.28,Andhra Pradesh,Dharmavaram,0,219848,8,0.2779192896910593,0,#CEB58C,2024,IND,Dharmavaram,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
160,Independent,S01,15,D SREERAMULU NAIK,465,1,466,0.21,Andhra Pradesh,Dharmavaram,0,219848,9,0.2119646301080746,0,#CEB58C,2024,IND,Dharmavaram,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
160,None of the Above,S01,16,NOTA,1767,20,1787,0.81,Andhra Pradesh,Dharmavaram,0,219848,4,0.8128343218951275,0,#DDD1CA,2024,NOTA,Dharmavaram,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
161,Telugu Desam,S01,1,KANDIKUNTA VENKATA PRASAD,101191,2419,103610,49.54,Andhra Pradesh,Kadiri,0,209152,1,49.53813494492045,1,#AB9005,2024,TDP,Kadiri,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
161,Yuvajana Sramika Rythu Congress Party,S01,2,MAQBOOL B.S.,96229,1116,97345,46.54,Andhra Pradesh,Kadiri,0,209152,2,46.54270578335373,1,#08406F,2024,YSRCP,Kadiri,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
161,Bahujan Samaj Party,S01,3,Y. RAMACHANDRA,935,2,937,0.45,Andhra Pradesh,Kadiri,0,209152,5,0.4479995410036719,0,#22409A,2024,BSP,Kadiri,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
161,Indian National Congress,S01,4,K.S. SHANWAZ,3269,45,3314,1.58,Andhra Pradesh,Kadiri,0,209152,3,1.5844935740514077,0,#3498DB,2024,INC,Kadiri,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
161,Pyramid Party of India,S01,5,M. RAJENDRA,171,2,173,0.08,Andhra Pradesh,Kadiri,0,209152,8,0.082714963,0,#004274,2024,PPI,Kadiri,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
161,Radical Party of India (Ambedkarist),S01,6,SHREESAILAM MURALI,77,1,78,0.04,Andhra Pradesh,Kadiri,0,209152,14,0.037293452,0,#004274,2024,Others,Kadiri,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
161,Independent,S01,7,KADIRISANI ESWARAIAH,93,1,94,0.04,Andhra Pradesh,Kadiri,0,209152,13,0.04494339,0,#CEB58C,2024,IND,Kadiri,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
161,Independent,S01,8,G. KHAJAMAINUDDIN,117,0,117,0.06,Andhra Pradesh,Kadiri,0,209152,10,0.055940177,0,#CEB58C,2024,IND,Kadiri,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
161,Independent,S01,9,TAMMUTA SURESH,98,0,98,0.05,Andhra Pradesh,Kadiri,0,209152,12,0.046855875,0,#CEB58C,2024,IND,Kadiri,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
161,Independent,S01,10,PONTHALA PALAKONDAMA NAIDU,141,2,143,0.07,Andhra Pradesh,Kadiri,0,209152,9,0.068371328,0,#CEB58C,2024,IND,Kadiri,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
161,Independent,S01,11,BANOTH SURESH NAIK,105,2,107,0.05,Andhra Pradesh,Kadiri,0,209152,11,0.051158966,0,#CEB58C,2024,IND,Kadiri,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
161,Independent,S01,12,S. MAKBUL BASHA,227,1,228,0.11,Andhra Pradesh,Kadiri,0,209152,7,0.1090116279069767,0,#CEB58C,2024,IND,Kadiri,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
161,Independent,S01,13,YADALLA RAJESH KUMAR,389,0,389,0.19,Andhra Pradesh,Kadiri,0,209152,6,0.1859891370869033,0,#CEB58C,2024,IND,Kadiri,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
161,None of the Above,S01,14,NOTA,2497,22,2519,1.2,Andhra Pradesh,Kadiri,0,209152,4,1.2043872399020807,0,#DDD1CA,2024,NOTA,Kadiri,GEN,Sri Sathya Sai,Hindupur,Rayalaseema
162,Bahujan Samaj Party,S01,1,K. SUJATHA,737,1,738,0.39,Andhra Pradesh,Thamballapalle,0,187866,6,0.3928331896138737,0,#22409A,2024,BSP,Thamballapalle,GEN,Annamayya,Rajampet,Rayalaseema
162,Indian National Congress,S01,2,M.N. CHANDRA SHEKAR REDDY,3418,26,3444,1.83,Andhra Pradesh,Thamballapalle,0,187866,3,1.8332215515314108,0,#3498DB,2024,INC,Thamballapalle,GEN,Annamayya,Rajampet,Rayalaseema
162,Telugu Desam,S01,3,D. JAYACHANDRA REDDY,82947,1086,84033,44.73,Andhra Pradesh,Thamballapalle,0,187866,2,44.73028648,1,#AB9005,2024,TDP,Thamballapalle,GEN,Annamayya,Rajampet,Rayalaseema
162,Yuvajana Sramika Rythu Congress Party,S01,4,P. DWARAKANATHA REDDY,93416,720,94136,50.11,Andhra Pradesh,Thamballapalle,0,187866,1,50.10805574185856,1,#08406F,2024,YSRCP,Thamballapalle,GEN,Annamayya,Rajampet,Rayalaseema
162,Jai Bharat National Party,S01,5,ANJALI PEETLARAJANALA,630,7,637,0.34,Andhra Pradesh,Thamballapalle,0,187866,7,0.3390714658320292,0,#004274,2024,Others,Thamballapalle,GEN,Annamayya,Rajampet,Rayalaseema
162,Jatiya Jana Sena Party,S01,6,D. JAYA CHANDRA REDDY,300,2,302,0.16,Andhra Pradesh,Thamballapalle,0,187866,11,0.1607528770506637,0,#004274,2024,Others,Thamballapalle,GEN,Annamayya,Rajampet,Rayalaseema
