sub_name,pc,party,age,category,color,electors,name,polled_votes,rank,sex,state,votes,year,poll_date,education,gender,assets,criminal_cases
bharatsingh,Ballia,Bharatiya Janata Party,62,GEN,#FB7B0D,,BHARAT SINGH,942211,1,,Uttar Pradesh,359758,2014,12-05-2014,Graduate,Male,21130089,3
krishnapratap'kp',Jaunpur,Bharatiya Janata Party,,,#FB7B0D,,KRISHNA PRATAP 'K.P.',1007143,1,,Uttar Pradesh,367149,2014,,,,,
ramcharitranishad,Machhlishahr,Bharatiya Janata Party,46,GEN,#FB7B0D,,RAM CHARITRA NISHAD,997902,1,,Uttar Pradesh,438210,2014,12-05-2014,12th,Male,8641278,0
manojsinha,Ghazipur,Bharatiya Janata Party,55,GEN,#FB7B0D,,MANOJ SINHA,986673,1,,Uttar Pradesh,306929,2014,12-05-2014,Graduate,Male,23376901,0
drmahendranathpandey,Chandauli,Bharatiya Janata Party,,,#FB7B0D,,DR MAHENDRA NATH PANDEY,980572,1,,Uttar Pradesh,414135,2014,,,,,
narendramodi,Varanasi,Bharatiya Janata Party,63,GEN,#FB7B0D,,NARENDRA MODI,1030685,1,,Uttar Pradesh,581022,2014,12-05-2014,Post Graduate,Male,16591582,0
virendrasingh,Bhadohi,Bharatiya Janata Party,57,GEN,#FB7B0D,,VIRENDRA SINGH,981552,1,,Uttar Pradesh,403544,2014,07-05-2014,Graduate,Male,11531458,0
anupriyasinghpatel,Mirzapur,Apna Dal,33,GEN,#999,,ANUPRIYA SINGH PATEL,1007627,1,,Uttar Pradesh,436536,2014,12-05-2014,Post Graduate,Female,26858156,2
chhotelal,Robertsganj,Bharatiya Janata Party,41,GEN,#FB7B0D,,CHHOTELAL,885873,1,,Uttar Pradesh,378211,2014,12-05-2014,5th,Male,3687361,0
renukasinha,Cooch Behar,All India Trinamool Congress,65,GEN,#0C6965,,RENUKA SINHA,1332409,1,,West Bengal,526499,2014,17-04-2014,Graduate Professional,Female,13017282,0
dasrathtirkey,Alipurduars,All India Trinamool Congress,47,GEN,#0C6965,,DASRATH TIRKEY,1223566,1,,West Bengal,362453,2014,17-04-2014,Graduate,Male,3550353,0
bijoychandrabarman,Jalpaiguri,All India Trinamool Congress,57,GEN,#0C6965,,BIJOY CHANDRA BARMAN,1302117,1,,West Bengal,494773,2014,17-04-2014,Post Graduate,Male,9396430,0
ssahluwalia,Darjeeling,Bharatiya Janata Party,,,#FB7B0D,,S.S.AHLUWALIA,1142009,1,,West Bengal,488257,2014,,,,,
mdsalim,Raiganj,Communist Party of India  (Marxist),56,GEN,#DE0000,,MD. SALIM,1108193,1,,West Bengal,317515,2014,24-04-2014,Post Graduate,Male,7868013,0
arpitaghosh,Balurghat,All India Trinamool Congress,47,GEN,#0C6965,,ARPITA GHOSH,1063053,1,,West Bengal,409641,2014,24-04-2014,Graduate,Female,544790,0
mausamnoor,Maldaha Uttar,Indian National Congress,34,GEN,#019733,,MAUSAM NOOR,1162985,1,,West Bengal,388609,2014,24-04-2014,Graduate Professional,Female,9778222,0
abuhasemkhanchowdhury,Maldaha Dakshin,Indian National Congress,,,#019733,,ABU HASEM KHAN CHOWDHURY,1092407,1,,West Bengal,380291,2014,,,,,
abhijitmukherjee,Jangipur,Indian National Congress,54,GEN,#019733,,ABHIJIT MUKHERJEE,1119084,1,,West Bengal,378201,2014,24-04-2014,Graduate Professional,Male,63014502,0
adhirranjanchowdhury,Baharampur,Indian National Congress,58,GEN,#019733,,ADHIR RANJAN CHOWDHURY,1154587,1,,West Bengal,583549,2014,12-05-2014,10th,Male,81465854,16
badaruddozakhan,Murshidabad,Communist Party of India  (Marxist),59,GEN,#DE0000,,BADARUDDOZA KHAN,1287763,1,,West Bengal,426947,2014,24-04-2014,Graduate,Male,2758610,0
tapaspaul,Krishnanagar,All India Trinamool Congress,57,GEN,#0C6965,,TAPAS PAUL,1247914,1,,West Bengal,438789,2014,12-05-2014,Graduate,Male,27829669,4
tapasmandal,Ranaghat,All India Trinamool Congress,42,GEN,#0C6965,,TAPAS MANDAL,1353196,1,,West Bengal,590451,2014,12-05-2014,Doctorate,Male,8169115,0
kapilkrishnathakur,Bangaon,All India Trinamool Congress,73,GEN,#0C6965,,KAPIL KRISHNA THAKUR,1283688,1,,West Bengal,551213,2014,12-05-2014,Graduate,Male,9667890,0
dineshtrivedi,Barrackpore,All India Trinamool Congress,63,GEN,#0C6965,,DINESH TRIVEDI,1051130,1,,West Bengal,479206,2014,12-05-2014,Post Graduate,Male,53582340,0
saugataroy,Dum Dum,All India Trinamool Congress,66,GEN,#0C6965,,SAUGATA ROY,1132644,1,,West Bengal,483244,2014,12-05-2014,Post Graduate,Male,19452011,0
drkakalighoshdostidar,Barasat,All India Trinamool Congress,55,GEN,#0C6965,,DR. KAKALI GHOSHDOSTIDAR,1269331,1,,West Bengal,525387,2014,12-05-2014,Graduate Professional,Female,31254311,0
idrisali,Basirhat,All India Trinamool Congress,64,GEN,#0C6965,,IDRIS ALI,1273771,1,,West Bengal,492326,2014,12-05-2014,Graduate Professional,Male,9800277,9
pratimamondal,Joynagar,All India Trinamool Congress,48,GEN,#0C6965,,PRATIMA MONDAL,1186052,1,,West Bengal,494746,2014,12-05-2014,Post Graduate,Female,10614252,0
choudhurymohanjatua,Mathurapur,All India Trinamool Congress,75,GEN,#0C6965,,CHOUDHURY MOHAN JATUA,1265531,1,,West Bengal,627761,2014,12-05-2014,Post Graduate,Male,4857752,0
abhishekbanerjee,Diamond Harbour,All India Trinamool Congress,26,GEN,#0C6965,,ABHISHEK BANERJEE,1261296,1,,West Bengal,508481,2014,12-05-2014,Post Graduate,Male,15199272,0
sugatabose,Jadavpur,All India Trinamool Congress,57,GEN,#0C6965,,SUGATA BOSE,1272362,1,,West Bengal,584244,2014,12-05-2014,Doctorate,Male,46315770,0
subratabakshi,Kolkata Dakshin,All India Trinamool Congress,64,GEN,#0C6965,,SUBRATA BAKSHI,1167979,1,,West Bengal,431715,2014,12-05-2014,Graduate Professional,Male,10265428,0
sudipbandyopadhyay,Kolkata Uttar,All India Trinamool Congress,62,GEN,#0C6965,,SUDIP BANDYOPADHYAY,955778,1,,West Bengal,343687,2014,12-05-2014,Graduate,Male,22086278,1
prasunbanerjee,Howrah,All India Trinamool Congress,59,GEN,#0C6965,,PRASUN BANERJEE,1125399,1,,West Bengal,488461,2014,30-04-2014,Graduate,Male,10041098,0
sultanahmed,Uluberia,All India Trinamool Congress,58,GEN,#0C6965,,SULTAN AHMED,1186027,1,,West Bengal,570785,2014,30-04-2014,Graduate,Male,22792936,0
kalyanbanerjee,Srerampur,All India Trinamool Congress,57,GEN,#0C6965,,KALYAN BANERJEE,1290433,1,,West Bengal,514933,2014,30-04-2014,Graduate Professional,Male,88512676,1
drratnadenag,Hooghly,All India Trinamool Congress,,,#0C6965,,DR. RATNA DE (NAG),1348870,1,,West Bengal,614312,2014,,,,,
aparupapoddarafrinali,Arambagh,All India Trinamool Congress,28,GEN,#0C6965,,APARUPA PODDAR (AFRIN ALI),1361934,1,,West Bengal,748764,2014,30-04-2014,Post Graduate,Female,3271869,0
adhikarisuvendu,Tamluk,All India Trinamool Congress,,,#0C6965,,ADHIKARI SUVENDU,1337684,1,,West Bengal,716928,2014,,,,,
adhikarisisirkumar,Kanthi,All India Trinamool Congress,,,#0C6965,,ADHIKARI SISIR KUMAR,1290811,1,,West Bengal,676749,2014,,,,,
adhikarideepakdev,Ghatal,All India Trinamool Congress,,,#0C6965,,ADHIKARI DEEPAK (DEV),1366709,1,,West Bengal,685696,2014,,,,,
umasaren,Jhargram,All India Trinamool Congress,30,GEN,#0C6965,,UMA SAREN,1257613,1,,West Bengal,674504,2014,07-05-2014,Graduate Professional,Female,499646,0
sandhyaroy,Medinipur,All India Trinamool Congress,73,GEN,#0C6965,,SANDHYA ROY,1260032,1,,West Bengal,579860,2014,07-05-2014,Literate,Female,31031095,0
drmrigankamahato,Purulia,All India Trinamool Congress,,,#0C6965,,DR. MRIGANKA MAHATO,1204675,1,,West Bengal,468277,2014,,,,,
sreematidevvarmamoonmoonsen,Bankura,All India Trinamool Congress,60,GEN,#0C6965,,SREEMATI  DEV VARMA (MOON MOON SEN),1236319,1,,West Bengal,483455,2014,07-05-2014,Post Graduate,Female,15314000,0
khansaumitra,Bishnupur,All India Trinamool Congress,,,#0C6965,,KHAN SAUMITRA,1272070,1,,West Bengal,578870,2014,,,,,
sunilkumarmondal,Bardhaman Purba,All India Trinamool Congress,55,GEN,#0C6965,,SUNIL KUMAR MONDAL,1320922,1,,West Bengal,574660,2014,30-04-2014,Graduate Professional,Male,11841000,0
drmamtazsanghamita,Burdwan - Durgapur,All India Trinamool Congress,,,#0C6965,,DR. MAMTAZ SANGHAMITA,1331242,1,,West Bengal,554521,2014,,,,,
babulsupriyabaralbabulsupriyo,Asansol,Bharatiya Janata Party,,,#FB7B0D,,BABUL SUPRIYA BARAL (BABUL SUPRIYO),1142395,1,,West Bengal,419983,2014,,,,,
anupamhazra,Bolpur,All India Trinamool Congress,32,GEN,#0C6965,,ANUPAM HAZRA,1304756,1,,West Bengal,630693,2014,30-04-2014,Doctorate,Male,4866883,0
satabdiroy,Birbhum,All India Trinamool Congress,,,#0C6965,,SATABDI ROY,1275819,1,,West Bengal,460568,2014,,,,,
kamalbhansinghmarabi,Sarguja,Bharatiya Janata Party,,,#FB7B0D,,KAMALBHAN SINGH MARABI,1187321,1,,Chhattisgarh,585336,2014,,,,,
vishnudeosai,Raigarh,Bharatiya Janata Party,,,#FB7B0D,,VISHNU DEO SAI,1246186,1,,Chhattisgarh,662478,2014,,,,,
kamlapatle,Janjgir-Champa,Bharatiya Janata Party,,,#FB7B0D,,KAMLA PATLE,1073347,1,,Chhattisgarh,518909,2014,,,,,
drbanshilalmahto,Korba,Bharatiya Janata Party,,,#FB7B0D,,DR. BANSHILAL MAHTO,1052720,1,,Chhattisgarh,439002,2014,,,,,
lakhanlalsahu,Bilaspur,Bharatiya Janata Party,,,#FB7B0D,,LAKHAN LAL SAHU,1090457,1,,Chhattisgarh,561387,2014,,,,,
abhisheksingh,Rajnandgaon,Bharatiya Janata Party,33,GEN,#FB7B0D,,ABHISHEK SINGH,1178296,1,,Chhattisgarh,643473,2014,17-04-2014,Graduate Professional,Male,44093207,0
tamradhwajsahu,Durg,Indian National Congress,,,#019733,,TAMRADHWAJ SAHU,1258342,1,,Chhattisgarh,570687,2014,,,,,
rameshbais,Raipur,Bharatiya Janata Party,66,GEN,#FB7B0D,,RAMESH BAIS,1250845,1,,Chhattisgarh,654922,2014,24-04-2014,12th,Male,73190135,0
chandulalsahuchandubhaiya,Mahasamund,Bharatiya Janata Party,,,#FB7B0D,,CHANDU LAL SAHU (CHANDU BHAIYA),1131209,1,,Chhattisgarh,503514,2014,,,,,
dineshkashyap,Bastar,Bharatiya Janata Party,51,GEN,#FB7B0D,,DINESH KASHYAP,769913,1,,Chhattisgarh,385829,2014,10-04-2014,Post Graduate,Male,16108199,1
vikramdevusendi,Kanker,Bharatiya Janata Party,,,#FB7B0D,,VIKRAM DEV USENDI,1016943,1,,Chhattisgarh,465215,2014,,,,,
vijaykumarhansdak,Rajmahal,Jharkhand Mukti Morcha,31,GEN,#999,,VIJAY KUMAR HANSDAK,951563,1,,Jharkhand,379507,2014,24-04-2014,5th,Male,6863306,1
shibusoren,Dumka,Jharkhand Mukti Morcha,68,GEN,#999,,SHIBU SOREN,903060,1,,Jharkhand,335815,2014,24-04-2014,10th,Male,46760684,0
nishikantdubey,Godda,Bharatiya Janata Party,42,GEN,#FB7B0D,,NISHIKANT DUBEY,1049442,1,,Jharkhand,380500,2014,24-04-2014,Post Graduate,Male,155633719,5
sunilkumarsingh,Chatra,Bharatiya Janata Party,52,GEN,#FB7B0D,,SUNIL KUMAR SINGH,712971,1,,Jharkhand,295862,2014,10-04-2014,Post Graduate,Male,174744806,0
ravindrakrray,Kodarma,Bharatiya Janata Party,,,#FB7B0D,,RAVINDRA KR. RAY,1024906,1,,Jharkhand,365410,2014,,,,,
ravindrakumarpandey,Giridih,Bharatiya Janata Party,55,GEN,#FB7B0D,,RAVINDRA KUMAR PANDEY,969997,1,,Jharkhand,391913,2014,17-04-2014,Graduate,Male,73376970,0
pashupatinathsingh,Dhanbad,Bharatiya Janata Party,65,GEN,#FB7B0D,,PASHUPATI NATH SINGH,1143902,1,,Jharkhand,543491,2014,24-04-2014,Graduate,Male,24248150,1
ramtahalchoudhary,Ranchi,Bharatiya Janata Party,72,GEN,#FB7B0D,,RAM TAHAL CHOUDHARY,1049783,1,,Jharkhand,448729,2014,17-04-2014,10th,Male,10743950,0
bidyutbaranmahato,Jamshedpur,Bharatiya Janata Party,-,-,#FB7B0D,,BIDYUT BARAN MAHATO,1049140,1,,Jharkhand,464153,2014,17-04-2014,-, -,-,-
laxmangiluwa,Singhbhum,Bharatiya Janata Party,52,GEN,#FB7B0D,,LAXMAN GILUWA,795286,1,,Jharkhand,303131,2014,17-04-2014,12th,Male,8094301,4
kariamunda,Khunti,Bharatiya Janata Party,77,GEN,#FB7B0D,,KARIA MUNDA,736955,1,,Jharkhand,269185,2014,17-04-2014,Post Graduate,Male,7474796,0
sudarshanbhagat,Lohardaga,Bharatiya Janata Party,45,GEN,#FB7B0D,,SUDARSHAN BHAGAT,651460,1,,Jharkhand,226666,2014,10-04-2014,Graduate,Male,9031009,0
vishnudayalram,Palamau,Bharatiya Janata Party,62,GEN,#FB7B0D,,VISHNU DAYAL RAM,977323,1,,Jharkhand,476513,2014,10-04-2014,Graduate,Male,24753886,0
jayantsinha,Hazaribagh,Bharatiya Janata Party,50,GEN,#FB7B0D,,JAYANT SINHA,967152,1,,Jharkhand,406931,2014,17-04-2014,Post Graduate,Male,556754579,0
malarajyalaxmishah,Tehri Garhwal,Bharatiya Janata Party,64,GEN,#FB7B0D,,MALA RAJYA LAXMI SHAH,776214,1,,Uttarakhand,446733,2014,07-05-2014,12th,Female,1662109875,0
majgenretdbhuwanchandrakhanduriavsm,Garhwal,Bharatiya Janata Party,79,GEN,#FB7B0D,,(MAJ GEN (RETD.) ) BHUWAN CHANDRA KHANDURI (AVSM),682024,1,,Uttarakhand,405690,2014,07-05-2014,Graduate Professional,Male,44357368,0
ajaytamta,Almora,Bharatiya Janata Party,41,GEN,#FB7B0D,,AJAY TAMTA,656525,1,,Uttarakhand,348186,2014,07-05-2014,12th,Male,6366653,0
bhagatsinghkoshyari,Nainital-Udhamsingh Nagar,Bharatiya Janata Party,72,GEN,#FB7B0D,,BHAGAT SINGH KOSHYARI,1101435,1,,Uttarakhand,636769,2014,07-05-2014,Post Graduate,Male,5562704,0
rameshpokhriyalnishank,Hardwar,Bharatiya Janata Party,,,#FB7B0D,,RAMESH POKHRIYAL NISHANK,1175692,1,,Uttarakhand,592320,2014,,,,,
bishnupadaray,Andaman & Nicobar Islands,Bharatiya Janata Party,64,GEN,#FB7B0D,,BISHNU PADA RAY,190328,1,,Andaman & Nicobar Islands,90969,2014,10-04-2014,Graduate,Male,5658980,1
kherkirronanupam,Chandigarh,Bharatiya Janata Party,,,#FB7B0D,,KHER KIRRON ANUPAM,453455,1,,Chandigarh,191362,2014,,,,,
patelnatubhaigomanbhai,Dadar & Nagar Haveli,Bharatiya Janata Party,,,#FB7B0D,,PATEL NATUBHAI GOMANBHAI,165286,1,,Dadra & Nagar Haveli,80790,2014,,,,,
patellalubhaibabubhai,Daman & Diu,Bharatiya Janata Party,58,GEN,#FB7B0D,,PATEL LALUBHAI BABUBHAI,87233,1,,Daman & Diu,46960,2014,30-04-2014,8th,Male,144931238,1
drharshvardhan,Chandni Chowk,Bharatiya Janata Party,59,GEN,#FB7B0D,,DR. HARSH VARDHAN,981863,1,,Nct Of Delhi,437938,2014,10-04-2014,Post Graduate,Male,28229308,2
manojtiwari,North East Delhi,Bharatiya Janata Party,43,GEN,#FB7B0D,,MANOJ TIWARI,1317338,1,,Nct Of Delhi,596125,2014,10-04-2014,Post Graduate,Male,199483924,0
maheishgirri,East Delhi,Bharatiya Janata Party,,,#FB7B0D,,MAHEISH GIRRI,1196336,1,,Nct Of Delhi,572202,2014,,,,,
meenakashilekhi,New Delhi,Bharatiya Janata Party,,,#FB7B0D,,MEENAKASHI LEKHI,969812,1,,Nct Of Delhi,453350,2014,,,,,
uditraj,North West Delhi,Bharatiya Janata Party,56,GEN,#FB7B0D,,UDIT RAJ,1356036,1,,Nct Of Delhi,629860,2014,10-04-2014,Doctorate,Male,44902363,1
parveshsahibsinghverma,West Delhi,Bharatiya Janata Party,,,#FB7B0D,,PARVESH SAHIB SINGH VERMA,1347971,1,,Nct Of Delhi,651395,2014,,,,,
rameshbidhuri,South Delhi,Bharatiya Janata Party,52,GEN,#FB7B0D,,RAMESH BIDHURI,1102410,1,,Nct Of Delhi,497980,2014,10-04-2014,Graduate Professional,Male,147493056,4
mohammedfaizalpp,Lakshadweep,Nationalist Congress Party,38,GEN,#999,,MOHAMMED FAIZAL P.P.,43239,1,,Lakshadweep,21665,2014,10-04-2014,Post Graduate,Male,538119,3
rradhakrishnan,Puducherry,All India N.R. Congress,42,GEN,#999,,R. RADHAKRISHNAN,740017,1,,Puducherry,255826,2014,24-04-2014,Post Graduate,Male,77724418,0
